GID,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,CONTRIBUTOR,tags
2115,adult,NNP_GIRM_0112,ok,Female,giraffe_masai,left,NNP GZC Car '1PURPLE' Person 'D',"['outdoor', 'grass', 'tree', 'giraffe', 'animal', 'field', 'mammal', 'green', 'grassy']"
2116,adult,NNP_GIRM_0112,ok,Female,giraffe_masai,left,NNP GZC Car '1PURPLE' Person 'D',"['outdoor', 'giraffe', 'grass', 'tree', 'animal', 'field', 'mammal', 'green', 'grassy']"
2117,infant,____,ok,UNKNOWN NAME,giraffe_masai,frontright,NNP GZC Car '1PURPLE' Person 'D',"['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'mammal', 'field', 'standing', 'green', 'tall']"
2118,"adult,infant","NNP_GIRM_0112,____","good,ok","Female,UNKNOWN NAME","giraffe_masai,giraffe_masai","left,right","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['tree', 'outdoor', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'green', 'grassy']"
2119,adult,NNP_GIRM_0111,ok,Male,giraffe_masai,left,NNP GZC Car '1PURPLE' Person 'D',"['tree', 'outdoor', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'standing', 'green', 'tall']"
2120,"infant,infant","____,____","ok,ok","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,right","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['tree', 'outdoor', 'grass', 'giraffe', 'animal', 'mammal', 'field', 'green', 'grassy']"
2121,"infant,infant","____,____","ok,good","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,right","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['tree', 'outdoor', 'grass', 'animal', 'giraffe', 'mammal', 'field']"
2145,adult,IBEIS_PZ_0355,good,Male,zebra_plains,frontleft,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'dry']"
2146,adult,IBEIS_PZ_0340,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'tall', 'dry', 'brown', 'grassy', 'open']"
2147,adult,IBEIS_PZ_0340,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'tall', 'dry', 'brown', 'mammal', 'standing', 'grassy', 'open']"
2148,adult,IBEIS_PZ_0339,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'animal', 'mammal', 'field', 'brown', 'zebra', 'walking', 'dry', 'tall', 'grassy']"
2149,"adult,adult","IBEIS_PZ_1225,IBEIS_PZ_0503","ok,ok","Male,Female","zebra_plains,zebra_plains","frontleft,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
2150,adult,IBEIS_PZ_0355,good,Male,zebra_plains,frontleft,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'standing', 'field', 'grassy']"
2151,adult,IBEIS_PZ_0355,excellent,Male,zebra_plains,frontleft,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'dry']"
2152,"adult,adult","IBEIS_PZ_0503,IBEIS_PZ_1225","ok,ok","Female,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'open', 'grassy']"
2153,adult,IBEIS_PZ_0349,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'dry', 'brown', 'standing', 'grassy', 'tall']"
2154,infant,IBEIS_PZ_0367,poor,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'grassy', 'dry']"
2155,juveniles- two year old,IBEIS_PZ_0342,ok,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'brown', 'grassy', 'dry', 'open', 'tall']"
2156,juveniles- two year old,IBEIS_PZ_0342,ok,Female,zebra_plains,backleft,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'animal', 'zebra', 'mammal', 'field', 'dry', 'brown', 'grassy', 'open', 'standing']"
2159,"infant,infant","____,____","ok,poor","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","backright,back","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'mammal', 'field', 'standing', 'green', 'grassy']"
2160,"infant,infant","____,____","poor,ok","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","backleft,backright","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'field', 'standing', 'grassy', 'mammal']"
2161,"infant,adult","____,NNP_GIRM_0111","ok,ok","UNKNOWN NAME,Male","giraffe_masai,giraffe_masai","right,backleft","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'reptile', 'tree', 'animal', 'field', 'lizard', 'standing', 'grassy']"
2162,"infant,adult","____,NNP_GIRM_0111","ok,ok","UNKNOWN NAME,Male","giraffe_masai,giraffe_masai","right,backleft","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'reptile', 'lizard', 'field', 'grassy']"
2163,"infant,adult","____,NNP_GIRM_0111","ok,ok","UNKNOWN NAME,Male","giraffe_masai,giraffe_masai","right,backleft","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'field', 'mammal', 'grassy']"
2164,"adult,infant","NNP_GIRM_0111,____","ok,ok","Male,UNKNOWN NAME","giraffe_masai,giraffe_masai","backleft,right","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['giraffe', 'outdoor', 'grass', 'tree', 'animal', 'field', 'standing', 'mammal', 'grassy']"
2165,"adult,infant","NNP_GIRM_0111,____","ok,ok","Male,UNKNOWN NAME","giraffe_masai,giraffe_masai","left,back","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'outdoor', 'giraffe', 'field', 'animal', 'green', 'grassy', 'mammal', 'wild', 'big cat']"
2166,infant,____,poor,UNKNOWN NAME,giraffe_masai,left,NNP GZC Car '1PURPLE' Person 'D',"['giraffe', 'grass', 'outdoor', 'field', 'green', 'grassy']"
2167,"adult,infant","NNP_GIRM_0109,____","ok,poor","Female,UNKNOWN NAME","giraffe_masai,giraffe_masai","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'outdoor', 'giraffe', 'tree', 'field', 'standing', 'green', 'grassy', 'mammal']"
2168,adult,IBEIS_PZ_1445,ok,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'animal', 'outdoor', 'zebra', 'mammal', 'field', 'standing', 'grassy', 'green', 'lone']"
2169,adult,IBEIS_PZ_1339,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'animal', 'grass', 'outdoor', 'mammal', 'field', 'standing']"
2174,juveniles- two year old,IBEIS_PZ_1294,poor,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'animal', 'outdoor', 'mammal', 'field', 'standing', 'grassy']"
2175,juveniles- two year old,IBEIS_PZ_1294,ok,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
2177,adult,IBEIS_PZ_1445,poor,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
2178,adult,IBEIS_PZ_1445,ok,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'grassy', 'tall']"
2179,adult,IBEIS_PZ_1339,ok,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
2180,juveniles- two year old,IBEIS_PZ_1294,poor,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'adult']"
2181,juveniles- two year old,IBEIS_PZ_1219,ok,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'baby']"
2182,adult,IBEIS_PZ_1224,poor,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'baby']"
2183,adult,IBEIS_PZ_1224,poor,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
2184,juveniles- two year old,IBEIS_PZ_1294,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'tree', 'field', 'standing', 'grassy']"
2187,"adult,adult,adult,infant","IBEIS_PZ_1240,IBEIS_PZ_1255,IBEIS_PZ_1329,IBEIS_PZ_1322","ok,ok,ok,poor","Male,Female,Female,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,frontleft,right,right","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'group', 'standing', 'grassy', 'wild', 'tall']"
2188,"juveniles- two year old,adult,adult","IBEIS_PZ_1215,IBEIS_PZ_1247,IBEIS_PZ_1240","good,poor,good","Female,Male,Male","zebra_plains,zebra_plains,zebra_plains","left,frontleft,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'group', 'standing', 'herd', 'grassy', 'tall']"
2189,"juveniles- two year old,adult","IBEIS_PZ_1215,IBEIS_PZ_1240","ok,ok","Female,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'sky', 'group', 'herd', 'grassy', 'wild']"
2190,adult,IBEIS_PZ_1240,ok,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'standing', 'group', 'walking', 'herd', 'grassy']"
2194,adult,IBEIS_PZ_1255,poor,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'field', 'sky', 'animal', 'mammal', 'standing', 'group', 'herd', 'grassy', 'wild', 'dry', 'tall']"
2195,infant,IBEIS_PZ_1314,poor,UNKNOWN SEX,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'herd', 'antelope', 'group', 'standing', 'grassy', 'tall']"
2202,adult,IBEIS_PZ_1260,excellent,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'herd', 'group', 'grassy', 'dry']"
2203,"infant,juveniles- two year old,adult,adult","IBEIS_PZ_1229,IBEIS_PZ_1281,IBEIS_PZ_1254,IBEIS_PZ_0444","ok,ok,good,good","Female,Female,Male,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'standing', 'field', 'mammal']"
2204,"infant,juveniles- two year old,adult","IBEIS_PZ_1229,IBEIS_PZ_1281,IBEIS_PZ_1254","ok,good,ok","Female,Female,Male","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal']"
2205,juveniles- two year old,IBEIS_PZ_1281,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'outdoor', 'animal', 'standing', 'mammal']"
2206,"adult,adult,adult","IBEIS_PZ_1260,IBEIS_PZ_1703,IBEIS_PZ_1254","good,ok,good","Female,Female,Male","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal']"
2207,adult,IBEIS_PZ_0571,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'dry', 'open']"
2208,infant,IBEIS_PZ_1362,ok,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open']"
2209,juveniles- two year old,IBEIS_PZ_0566,ok,Male,zebra_plains,backleft,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'field', 'standing', 'mammal']"
2210,adult,IBEIS_PZ_1583,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
2211,"infant,juveniles- two year old,juveniles - one year old","IBEIS_PZ_1229,IBEIS_PZ_1281,IBEIS_PZ_1290","good,good,good","Female,Female,Male","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
2212,"adult,adult","IBEIS_PZ_1353,IBEIS_PZ_1446","poor,poor","Female,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'group']"
2213,"infant,juveniles- two year old","IBEIS_PZ_1362,IBEIS_PZ_1281","junk,good","Male,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'outdoor', 'grass', 'animal', 'standing', 'field', 'mammal']"
2214,adult,IBEIS_PZ_1260,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
2215,juveniles- two year old,IBEIS_PZ_1274,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry']"
2216,adult,IBEIS_PZ_1276,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'walking', 'dirt']"
2217,adult,IBEIS_PZ_1275,excellent,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'ground', 'road', 'animal', 'mammal', 'walking', 'dirt']"
2218,adult,IBEIS_PZ_1288,excellent,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy']"
2219,"juveniles - one year old,adult","IBEIS_PZ_1290,IBEIS_PZ_1703","poor,good","Male,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy']"
2220,juveniles- two year old,IBEIS_PZ_0566,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'standing']"
2221,adult,IBEIS_PZ_1276,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'field', 'sky', 'mammal', 'standing', 'grassy', 'open']"
2222,adult,IBEIS_PZ_1276,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'open', 'dry', 'grassy']"
2223,"juveniles - one year old,adult","IBEIS_PZ_1228,IBEIS_PZ_1275","good,excellent","Male,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry']"
2224,"juveniles - one year old,adult","IBEIS_PZ_1228,IBEIS_PZ_1275","good,good","Male,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'group', 'dry', 'grassy', 'open']"
2225,adult,IBEIS_PZ_1276,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'open', 'grassy']"
2226,juveniles- two year old,IBEIS_PZ_1274,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'grassy', 'open', 'dry']"
2227,"juveniles - one year old,adult","IBEIS_PZ_1290,IBEIS_PZ_1703","ok,excellent","Male,Female","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy']"
2228,"infant,juveniles - one year old","IBEIS_PZ_1229,IBEIS_PZ_1290","good,good","Female,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing']"
2229,adult,IBEIS_PZ_1583,excellent,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'field', 'animal', 'mammal', 'standing', 'dry', 'grassy']"
2230,juveniles- two year old,IBEIS_PZ_0587,excellent,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'standing', 'dry']"
2231,"juveniles - one year old,juveniles- two year old","IBEIS_PZ_1228,IBEIS_PZ_1289","good,excellent","Male,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'dry', 'group']"
2232,adult,IBEIS_PZ_1273,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'sky', 'animal', 'mountain', 'mammal']"
2233,juveniles- two year old,IBEIS_PZ_1215,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'mountain', 'dry', 'open']"
2234,"adult,juveniles- two year old","IBEIS_PZ_1276,IBEIS_PZ_1274","good,ok","Male,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'field', 'mammal', 'standing', 'grassy', 'dry']"
2235,juveniles - one year old,IBEIS_PZ_1228,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'open', 'grassy']"
2236,adult,IBEIS_PZ_1583,excellent,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'open', 'dry']"
2237,adult,IBEIS_PZ_1703,excellent,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open', 'lone']"
2238,adult,IBEIS_PZ_1421,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open', 'grassy']"
2239,adult,IBEIS_PZ_1273,excellent,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'open']"
2240,"juveniles- two year old,adult","IBEIS_PZ_1215,IBEIS_PZ_1273","good,good","Female,Male","zebra_plains,zebra_plains","frontleft,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'ground', 'field', 'standing']"
2241,"juveniles- two year old,adult","IBEIS_PZ_1215,IBEIS_PZ_1273","good,good","Female,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'standing', 'field']"
2242,adult,IBEIS_PZ_1283,good,Female,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field']"
2243,"adult,adult,infant","IBEIS_PZ_1892,IBEIS_PZ_1277,IBEIS_PZ_1278","ok,good,ok","Female,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'sky', 'field', 'mammal', 'herd', 'animal', 'group', 'grassy', 'plain', 'wild', 'dry']"
2244,"infant,adult,adult,adult","IBEIS_PZ_1278,IBEIS_PZ_1241,IBEIS_PZ_1892,IBEIS_PZ_1277","ok,excellent,good,good","Female,Female,Female,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'herd', 'group']"
2245,"adult,juveniles- two year old,adult,adult","IBEIS_PZ_1262,IBEIS_PZ_1261,IBEIS_PZ_1286,IBEIS_PZ_1241","good,good,ok,good","Male,Female,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'sky', 'field', 'herd', 'group', 'wild']"
2246,adult,IBEIS_PZ_0571,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'open', 'plain']"
2247,infant,IBEIS_PZ_1362,good,Male,zebra_plains,left,NNP GZC Car '1PURPLE' Person 'D',"['grass', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'open', 'grassy']"
2248,"adult,adult,infant","IBEIS_PZ_1254,IBEIS_PZ_0444,IBEIS_PZ_0088","ok,good,ok","Male,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'outdoor', 'animal', 'mammal', 'field', 'herd', 'plain']"
2249,"adult,adult","IBEIS_PZ_1254,IBEIS_PZ_0444","excellent,ok","Male,Male","zebra_plains,zebra_plains","left,left","NNP GZC Car '1PURPLE' Person 'D',NNP GZC Car '1PURPLE' Person 'D'","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'plain', 'group']"
