GID,Album,AGE,INDIVIDUAL_NAME,QUALITY,SEX,SPECIES,VIEW_POINT,tags,Shares,Not Shares,Total,Proportion,URL
7793,"photo_album_88,photo_album_88","adult,infant","IBEIS_PZ_0005,IBEIS_PZ_0039","good,poor","Female,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'sky', 'animal', 'mammal', 'field', 'standing', 'grassy', 'open', 'dry']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7793.jpeg"" width = ""350"">"
7354,"photo_album_31,photo_album_31","adult,infant","IBEIS_PZ_1531,____","good,poor","Male,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7354.jpeg"" width = ""350"">"
578,photo_album_10,infant,____,good,UNKNOWN NAME,zebra_plains,right,"['grass', 'outdoor', 'animal', 'field', 'mammal', 'zebra', 'standing', 'grassy', 'distance']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/578.jpeg"" width = ""350"">"
928,"photo_album_50,photo_album_50","infant,infant","____,____","good,ok","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,frontright","['giraffe', 'grass', 'outdoor', 'sky', 'field', 'standing', 'animal', 'mammal', 'grassy', 'open', 'walking', 'plain', 'dry', 'tall', 'wild', 'lone', 'distance']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/928.jpeg"" width = ""350"">"
7778,"photo_album_27,photo_album_71","adult,adult","IBEIS_PZ_1099,IBEIS_PZ_1099","ok,ok","Female,Female","zebra_plains,zebra_plains","backleft,backleft","['grass', 'outdoor', 'zebra', 'animal', 'mammal', 'field', 'standing', 'tall', 'grassy']",14,6,20,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7778.jpeg"" width = ""350"">"
585,"photo_album_10,photo_album_36,photo_album_10,photo_album_36","infant,infant,infant,infant","____,____,____,____","junk,junk,ok,ok","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","back,back,right,right","['grass', 'sky', 'outdoor', 'giraffe', 'animal', 'mammal', 'field', 'grassy', 'lush', 'distance']",14,6,20,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/585.jpeg"" width = ""350"">"
631,"photo_album_10,photo_album_28","infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","['grass', 'outdoor', 'sky', 'zebra', 'field', 'animal', 'mammal', 'tall', 'standing', 'grassy', 'dry', 'open', 'day']",14,6,20,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/631.jpeg"" width = ""350"">"
620,"photo_album_36,photo_album_36","adult,adult","IBEIS_PZ_1568,IBEIS_PZ_1566","good,good","Female,Male","zebra_plains,zebra_plains","left,left","['zebra', 'sky', 'outdoor', 'grass', 'mammal', 'animal', 'field', 'standing', 'dirt']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/620.jpeg"" width = ""350"">"
7764,photo_album_71,adult,IBEIS_PZ_1090,excellent,Female,zebra_plains,right,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'mammal', 'field', 'standing', 'dry', 'open', 'wild']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7764.jpeg"" width = ""350"">"
7473,"photo_album_5,photo_album_5,photo_album_5,photo_album_5","infant,infant,infant,infant","____,____,____,____","junk,junk,junk,junk","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains,zebra_plains,zebra_plains","front,backright,backright,back","['zebra', 'ground', 'outdoor', 'animal', 'mammal', 'grass', 'dirt', 'field']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7473.jpeg"" width = ""350"">"
7576,"photo_album_5,photo_album_5","infant,infant","____,____","excellent,excellent","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,backright","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'open', 'plain', 'grassy', 'distance']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7576.jpeg"" width = ""350"">"
999,photo_album_90,adult,IBEIS_PZ_1372,junk,UNKNOWN SEX,zebra_plains,frontleft,"['grass', 'outdoor', 'sky', 'field', 'animal', 'tall', 'mammal', 'standing', 'grassy', 'big cat', 'open', 'dry', 'high', 'tiger', 'day', 'lush']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/999.jpeg"" width = ""350"">"
605,photo_album_28,infant,IBEIS_PZ_1577,ok,UNKNOWN SEX,zebra_plains,frontleft,"['zebra', 'grass', 'outdoor', 'animal', 'mountain', 'mammal', 'dirt', 'giraffe']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/605.jpeg"" width = ""350"">"
6662,photo_album_66,infant,IBEIS_PZ_1798,ok,UNKNOWN SEX,zebra_plains,left,"['outdoor', 'grass', 'water', 'animal', 'zebra', 'mammal', 'day', 'giraffe']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6662.jpeg"" width = ""350"">"
6786,"photo_album_66,photo_album_66","infant,infant","____,____","ok,junk","UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai","right,right","['grass', 'outdoor', 'animal', 'giraffe', 'mammal', 'field', 'standing', 'lush']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/6786.jpeg"" width = ""350"">"
8139,photo_album_100,juveniles - one year old,IBEIS_PZ_0110,good,Male,zebra_plains,left,"['grass', 'outdoor', 'ground', 'sky', 'road', 'animal', 'mammal', 'dirt', 'walking', 'path', 'zebra']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8139.jpeg"" width = ""350"">"
7973,"photo_album_16,photo_album_16,photo_album_16","infant,infant,adult","IBEIS_PZ_0032,IBEIS_PZ_0190,IBEIS_PZ_0031","ok,poor,good","UNKNOWN SEX,UNKNOWN SEX,Female","zebra_plains,zebra_plains,zebra_plains","left,back,left","['grass', 'zebra', 'outdoor', 'mammal', 'field', 'animal', 'tree', 'standing', 'grassy', 'group', 'wild', 'open', 'dry', 'plain', 'distance', 'lush']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7973.jpeg"" width = ""350"">"
758,photo_album_33,adult,IBEIS_PZ_0444,good,Male,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'field', 'animal', 'mammal', 'grazing', 'standing', 'grassy', 'dry', 'day', 'lush']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/758.jpeg"" width = ""350"">"
1305,"photo_album_89,photo_album_89,photo_album_89,photo_album_89","juveniles - one year old,infant,juveniles - one year old,adult","IBEIS_PZ_0423,IBEIS_PZ_1108,IBEIS_PZ_0408,IBEIS_PZ_1424","good,good,ok,ok","Female,UNKNOWN SEX,Female,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,backleft,left,left","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'grassy', 'group']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1305.jpeg"" width = ""350"">"
1313,photo_album_15,adult,NNP_GIRM_0096,good,Female,giraffe_masai,left,"['grass', 'sky', 'outdoor', 'giraffe', 'field', 'standing', 'animal', 'mammal', 'grassy', 'open', 'plain', 'dry', 'lush']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1313.jpeg"" width = ""350"">"
708,photo_album_33,adult,IBEIS_PZ_1643,excellent,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'sky', 'field', 'mammal', 'standing', 'grassy', 'dry']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/708.jpeg"" width = ""350"">"
8271,photo_album_43,adult,IBEIS_PZ_0282,ok,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'group', 'dry', 'wild']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8271.jpeg"" width = ""350"">"
1257,photo_album_40,adult,IBEIS_PZ_1408,good,UNKNOWN SEX,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'grassy', 'dry']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1257.jpeg"" width = ""350"">"
1309,"photo_album_89,photo_album_89,photo_album_89","adult,adult,juveniles - one year old","IBEIS_PZ_1442,IBEIS_PZ_1101,IBEIS_PZ_0423","good,good,good","Male,Male,Female","zebra_plains,zebra_plains,zebra_plains","frontleft,backleft,left","['zebra', 'grass', 'outdoor', 'sky', 'field', 'mammal', 'animal', 'standing', 'group', 'grassy', 'plain']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1309.jpeg"" width = ""350"">"
1303,"photo_album_89,photo_album_89","adult,adult","IBEIS_PZ_0334,IBEIS_PZ_1429","ok,ok","Female,Female","zebra_plains,zebra_plains","backleft,left","['grass', 'zebra', 'outdoor', 'sky', 'field', 'mammal', 'herd', 'animal', 'group', 'grassy', 'dry']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1303.jpeg"" width = ""350"">"
752,"photo_album_26,photo_album_26","infant,adult","____,IBEIS_PZ_1207","poor,poor","UNKNOWN NAME,Female","zebra_plains,zebra_plains","backright,right","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'grassy', 'dry']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/752.jpeg"" width = ""350"">"
1277,photo_album_40,adult,NNP_GIRM_0099,good,Male,giraffe_masai,left,"['outdoor', 'animal', 'arthropod']",7,3,10,70.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1277.jpeg"" width = ""350"">"
1968,"photo_album_22,photo_album_76,photo_album_22,photo_album_76,photo_album_22,photo_album_76","adult,adult,adult,adult,infant,infant","IBEIS_PZ_1111,IBEIS_PZ_1111,IBEIS_PZ_1267,IBEIS_PZ_1267,IBEIS_PZ_1413,IBEIS_PZ_1413","good,good,poor,poor,good,good","Female,Female,Female,Female,Male,Male","zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,frontleft,frontleft,frontleft,frontleft","['zebra', 'grass', 'outdoor', 'ground', 'animal', 'mammal', 'field', 'standing', 'group', 'dirt', 'plain']",13,6,19,68.42105263157895,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1968.jpeg"" width = ""350"">"
8327,"photo_album_11,photo_album_17,photo_album_55,photo_album_67","infant,infant,infant,infant","____,____,____,____","poor,poor,poor,poor","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","right,right,right,right","['sky', 'outdoor', 'giraffe', 'grass', 'animal', 'mammal', 'field', 'standing', 'grassy', 'lush', 'distance', 'day']",27,13,40,67.5,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8327.jpeg"" width = ""350"">"
1538,"photo_album_12,photo_album_12,photo_album_12","adult,adult,adult","IBEIS_PZ_1241,IBEIS_PZ_1277,IBEIS_PZ_1892","ok,good,poor","Female,Male,Female","zebra_plains,zebra_plains,zebra_plains","left,left,left","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'standing', 'field', 'mountain', 'group', 'dry']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1538.jpeg"" width = ""350"">"
7849,"photo_album_16,photo_album_16,photo_album_16,photo_album_16","adult,infant,juveniles- two year old,adult","IBEIS_PZ_0180,IBEIS_PZ_0015,IBEIS_PZ_0184,IBEIS_PZ_0031","poor,junk,ok,good","Female,UNKNOWN SEX,Male,Female","zebra_plains,zebra_plains,zebra_plains,zebra_plains","right,left,left,left","['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'tree', 'mammal', 'standing', 'group', 'grassy', 'tall']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/7849.jpeg"" width = ""350"">"
8930,photo_album_23,adult,IBEIS_PZ_0558,ok,Female,zebra_plains,left,"['zebra', 'grass', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'grassy', 'group', 'dry', 'wild']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8930.jpeg"" width = ""350"">"
8316,"photo_album_17,photo_album_42,photo_album_67","adult,adult,adult","NNP_GIRM_0089,NNP_GIRM_0089,NNP_GIRM_0089","ok,ok,ok","Female,Female,Female","giraffe_masai,giraffe_masai,giraffe_masai","frontleft,frontleft,frontleft","['grass', 'outdoor', 'giraffe', 'tree', 'animal', 'mammal', 'field', 'tall', 'standing']",20,10,30,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8316.jpeg"" width = ""350"">"
498,photo_album_20,infant,____,junk,UNKNOWN NAME,giraffe_masai,left,"['tree', 'giraffe', 'outdoor', 'grass', 'sky', 'animal', 'field', 'green', 'standing', 'mammal', 'grassy', 'lush', 'day']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/498.jpeg"" width = ""350"">"
8502,photo_album_23,adult,IBEIS_PZ_0499,ok,Female,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'dry', 'standing']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8502.jpeg"" width = ""350"">"
8143,"photo_album_30,photo_album_30","adult,infant","IBEIS_PZ_0105,IBEIS_PZ_0122","ok,ok","Female,Male","zebra_plains,zebra_plains","frontleft,left","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'herd', 'group', 'dirt']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8143.jpeg"" width = ""350"">"
5664,photo_album_24,infant,____,good,UNKNOWN NAME,zebra_plains,backleft,"['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'dry', 'open', 'grassy', 'lone']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5664.jpeg"" width = ""350"">"
1771,photo_album_22,adult,IBEIS_PZ_0571,excellent,Male,zebra_plains,left,"['grass', 'outdoor', 'zebra', 'animal', 'field', 'mammal', 'standing', 'dry', 'open', 'plain']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1771.jpeg"" width = ""350"">"
8924,"photo_album_23,photo_album_23","infant,adult","IBEIS_PZ_0555,IBEIS_PZ_0556","poor,poor","Male,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'sky', 'field', 'animal', 'mammal', 'standing', 'tall', 'group', 'grassy', 'wild', 'dry']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8924.jpeg"" width = ""350"">"
1623,"photo_album_12,photo_album_12","adult,adult","IBEIS_PZ_1216,IBEIS_PZ_1282","good,ok","Female,Male","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'mammal', 'animal', 'field', 'standing', 'open', 'dry', 'grassy', 'plain', 'dirt', 'distance']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1623.jpeg"" width = ""350"">"
8331,"photo_album_42,photo_album_49,photo_album_80","adult,adult,adult","NNP_GIRM_0022,NNP_GIRM_0022,NNP_GIRM_0022","ok,ok,ok","Female,Female,Female","giraffe_masai,giraffe_masai,giraffe_masai","left,left,left","['grass', 'outdoor', 'animal', 'mammal', 'giraffe', 'field', 'tall', 'standing', 'grassy', 'open', 'wild', 'dry', 'lone']",20,10,30,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8331.jpeg"" width = ""350"">"
1789,photo_album_25,juveniles - one year old,IBEIS_PZ_1228,ok,Male,zebra_plains,left,"['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'dry', 'standing', 'open', 'grassy']",6,3,9,66.66666666666667,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/1789.jpeg"" width = ""350"">"
8342,"photo_album_11,photo_album_17,photo_album_49,photo_album_55,photo_album_80","infant,infant,infant,infant,infant","____,____,____,____,____","good,good,good,good,good","UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","right,right,right,right,right","['grass', 'outdoor', 'sky', 'animal', 'mammal', 'ground', 'field', 'giraffe', 'walking', 'dirt', 'open']",33,17,50,66.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/8342.jpeg"" width = ""350"">"
5003,"photo_album_4,photo_album_86","infant,infant","____,____","excellent,excellent","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","right,right","['zebra', 'outdoor', 'sky', 'ground', 'animal', 'field', 'mammal', 'dirt', 'group']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5003.jpeg"" width = ""350"">"
5552,"photo_album_2,photo_album_65,photo_album_2,photo_album_65","adult,adult,infant,infant","NNP_GIRM_0019,NNP_GIRM_0019,____,____","good,good,ok,ok","Male,Male,UNKNOWN NAME,UNKNOWN NAME","giraffe_masai,giraffe_masai,giraffe_masai,giraffe_masai","backleft,backleft,backright,backright","['outdoor', 'giraffe', 'sky', 'grass', 'animal', 'mammal', 'field', 'standing', 'grassy', 'open', 'lush', 'distance', 'day']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5552.jpeg"" width = ""350"">"
282,"photo_album_38,photo_album_97,photo_album_38,photo_album_97","infant,infant,infant,infant","IBEIS_PZ_1556,IBEIS_PZ_1556,IBEIS_PZ_1560,IBEIS_PZ_1560","ok,ok,ok,ok","UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains,zebra_plains,zebra_plains","left,left,frontleft,frontleft","['grass', 'zebra', 'outdoor', 'animal', 'field', 'mammal', 'grazing', 'standing', 'grassy', 'open', 'lush']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/282.jpeg"" width = ""350"">"
4905,"photo_album_51,photo_album_77","adult,adult","IBEIS_PZ_0592,IBEIS_PZ_0592","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","['grass', 'zebra', 'outdoor', 'field', 'animal', 'mammal', 'standing', 'dry', 'group', 'grassy']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/4905.jpeg"" width = ""350"">"
5668,"photo_album_24,photo_album_62","adult,adult","IBEIS_PZ_1821,IBEIS_PZ_1821","ok,ok","Female,Female","zebra_plains,zebra_plains","left,left","['zebra', 'grass', 'outdoor', 'animal', 'mammal', 'field', 'standing', 'dry', 'grassy']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5668.jpeg"" width = ""350"">"
479,"photo_album_59,photo_album_72","infant,infant","____,____","poor,poor","UNKNOWN NAME,UNKNOWN NAME","zebra_plains,zebra_plains","left,left","['grass', 'outdoor', 'zebra', 'animal', 'sky', 'field', 'mammal', 'tree', 'standing', 'grassy', 'open', 'dry']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/479.jpeg"" width = ""350"">"
5220,"photo_album_39,photo_album_64","infant,infant","IBEIS_PZ_1824,IBEIS_PZ_1824","good,good","UNKNOWN SEX,UNKNOWN SEX","zebra_plains,zebra_plains","left,left","['outdoor', 'grass', 'zebra', 'animal', 'mammal', 'tree', 'field', 'standing', 'tall', 'grassy', 'bushes', 'lone', 'wild', 'dry']",13,7,20,65.0,"<img src = ""https://socialmediabias.blob.core.windows.net/wildlifephotos/All_Zebra_Count_Images/5220.jpeg"" width = ""350"">"
